file_name,duration_mean(h),power_consumption_mean(kWh),co2_emission_mean(kg),accuracy_mean,vram_mean(GiB),highest_accuracy_round
deepseek-r1_14b_agent,0.2472417085479807,0.07507682213158261,0.008488861201595865,0.5,38.311848958333336,run1 (0.5)
