file_name,duration_mean(h),power_consumption_mean(kWh),co2_emission_mean(kg),accuracy_mean,vram_mean(GiB),highest_accuracy_round
deepseek-r1_32b_simple,0.6782421116254947,0.27336726040306747,0.0309093627665144,0.7083,19.8642578125,rodada1 (0.7812)
