file_name,duration_mean(h),power_consumption_mean(kWh),co2_emission_mean(kg),accuracy_mean,vram_mean(GiB),highest_accuracy_round
gemma3_27b_simple,0.1220060940362789,0.04637046899510836,0.005243062558807833,0.43753333333333333,19.7646484375,rodada2 (0.4688)
