file_name,duration_mean(h),power_consumption_mean(kWh),co2_emission_mean(kg),accuracy_mean,vram_mean(GiB),highest_accuracy_round
command-r7b_simple,0.0707866832945082,0.024368240970172834,0.0027552926382564,0.19793333333333332,8.1396484375,run1 (0.2188)
