file_name,duration_mean(h),power_consumption_mean(kWh),co2_emission_mean(kg),accuracy_mean,vram_mean(GiB),highest_accuracy_round
qwq_simple,0.9761621884284196,0.3996834543140417,0.045191808495834374,0.7500333333333334,19.8642578125,run2 (0.7969)
