file_name,duration_mean(h),power_consumption_mean(kWh),co2_emission_mean(kg),accuracy_mean,vram_mean(GiB),highest_accuracy_round
qwq_agent,1.8996065861869742,0.6391552556808054,0.07226864560457293,0.16396666666666668,28.728515625,run1 (0.1957)
