id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
a287e9ba-2a3a-4102-a3d7-9641c28f5a40,Itau Agents,Inferência com modelo qwq,N/A,2025-04-19 01:32:50,4315.141689538956,0.39543056681342187,0.0447109387590268,"Intel(R) Xeon(R) Silver 4410Y/2 device(s), TDP:150.0",NVIDIA L40S 1 device(s),Linux,BR/Rio de Janeiro,0
