id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
dbd0355f-dd39-491f-8777-707d3b572691,Itau Agents,Inferência com modelo qwen2.5:32b sem agente.,N/A,2025-04-19 20:29:59,684.6281414031982,0.060853376669532624,0.006880630446647385,"Intel(R) Xeon(R) Silver 4410Y/2 device(s), TDP:150.0",NVIDIA L40S 1 device(s),Linux,BR/Rio de Janeiro,0
