id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
1a69697e-a47a-48c3-a887-fefee03b2267,Itau Agents,Inferência com modelo qwen2.5:32b,N/A,2025-04-20 08:36:11,1103.8563616275787,0.10039827935681712,0.011351933048595957,"Intel(R) Xeon(R) Silver 4410Y/2 device(s), TDP:150.0",NVIDIA L40S 1 device(s),Linux,BR/Rio de Janeiro,0
