id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
a7bc8503-817a-4717-9774-12235795e329,Itau Agents,Inferência com modelo gemma3:12b sem agente.,N/A,2025-04-21 08:29:28,655.9428622722626,0.058946883870640225,0.00666506521236942,"Intel(R) Xeon(R) Silver 4410Y/2 device(s), TDP:150.0",NVIDIA L40S 1 device(s),Linux,BR/Rio de Janeiro,0
