id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
2170ddc4-c445-45a7-bb39-00eec7d7814d,Itau Agents,Inferência com modelo command-r7b sem agente.,N/A,2025-04-21 08:17:05,739.4340960979462,0.0670059666089423,0.007576297638506497,"Intel(R) Xeon(R) Silver 4410Y/2 device(s), TDP:150.0",NVIDIA L40S 1 device(s),Linux,BR/Rio de Janeiro,0
