id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
231beaab-69e0-481f-ab9e-9e215015c6d4,Itau Agents,Inferência com modelo gemma3:12b,N/A,2025-04-18 17:02:37,2723.5179216861725,0.27027482814679943,0.030559704543730463,"Intel(R) Core(TM) i9-14900KF/1 device(s), TDP:125.0",NVIDIA GeForce RTX 4090 2 device(s),Linux,BR/Rio de Janeiro,0
