file_name,duration_mean(h),power_consumption_mean(kWh),co2_emission_mean(kg),accuracy_mean,vram_mean(GiB),highest_accuracy_round
gemma3_27b_agent,0.6963048228069588,0.27098702953456383,0.030640232442443568,0.3854,20.0830078125,run1 (0.4062)
