file_name,duration_mean(h),power_consumption_mean(kWh),co2_emission_mean(kg),accuracy_mean,vram_mean(GiB),highest_accuracy_round
deepseek-r1_14b_agent,0.294244863015634,0.11157733396909963,0.012615937574552066,0.44270000000000004,17.707356770833332,run2 (0.4531)
