file_name,duration_mean(h),power_consumption_mean(kWh),co2_emission_mean(kg),accuracy_mean,vram_mean(GiB),highest_accuracy_round
qwen2.5_14b_simple,0.17768595295923728,0.05544887829111877,0.0062695492194984334,0.12319999999999998,40.264322916666664,run1 (0.1522)
