file_name,duration_mean(h),power_consumption_mean(kWh),co2_emission_mean(kg),accuracy_mean,vram_mean(GiB),highest_accuracy_round
gemma3_12b_simple,0.11858256640257658,0.03630728689016823,0.0041052286213844,0.057966666666666666,31.896484375,run1 (0.0652)
