file_name,duration_mean(h),power_consumption_mean(kWh),co2_emission_mean(kg),accuracy_mean,vram_mean(GiB),highest_accuracy_round
command-r7b_simple,0.14585223266371974,0.044296898086868534,0.0050086059697841,0.03623333333333333,31.968098958333332,run2 (0.087)
