file_name,duration_mean(h),power_consumption_mean(kWh),co2_emission_mean(kg),accuracy_mean,vram_mean(GiB),highest_accuracy_round
qwq_agent,1.4694717775450812,0.6133877609588311,0.069355140743854,0.6614333333333332,19.910481770833332,run2 (0.7031)
