file_name,duration_mean(h),power_consumption_mean(kWh),co2_emission_mean(kg),accuracy_mean,vram_mean(GiB),highest_accuracy_round
gemma3_27b_simple,0.11137029890660886,0.0344933091496853,0.0039001239722457333,0.37720000000000004,28.73046875,run2 (0.4474)
