file_name,duration_mean(h),power_consumption_mean(kWh),co2_emission_mean(kg),accuracy_mean,vram_mean(GiB),highest_accuracy_round
qwq_simple,0.7337946889135573,0.24358295777057304,0.027541681452160866,0.42106666666666664,36.417317708333336,run3 (0.4474)
