id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
aad1f8b4-d411-4350-8cf3-d5964bd6869d,Itau Agents,Inferência com modelo gemma3:12b,N/A,2025-04-19 08:32:23,4230.904287099838,0.3370813286987259,0.038113448754636244,"Intel(R) Xeon(R) Silver 4410Y/2 device(s), TDP:150.0",NVIDIA L40S 1 device(s),Linux,BR/Rio de Janeiro,0
